date,MKT,RF,Fund_A,Fund_B
2015-04-07,-0.0022,0.0,-0.0003837190850240833,0.009271499960988049
2015-04-08,0.0037,0.0,-0.0018099527976172779,-0.0056044695215180474
2015-04-09,0.0040999999999999995,0.0,-0.00038174603363538666,0.0013731836369720264
2015-04-10,0.0049,0.0,0.0061113167735821474,-0.0013647950074226279
2015-04-13,-0.0038,0.0,-0.007386223859832711,-0.0022753401023541905
2015-04-14,0.001,0.0,0.006527955830294134,0.002031524358842772
2015-04-15,0.005699999999999999,0.0,0.0010232638381948971,0.007784258040602368
2015-04-16,-0.0008,0.0,0.0014673467690403978,0.008109202632466644
2015-04-17,-0.0123,0.0,-0.004022013376248248,-0.016303293613610742
2015-04-20,0.0095,0.0,0.010609413383096827,0.017797772323828533
2015-04-21,-0.001,0.0,-0.002600726981578533,0.022220722613436793
2015-04-22,0.0046,0.0,0.004174829392452562,0.0151977233281758
2015-04-23,0.0029,0.0,-0.00847727167945925,0.0022052729261888724
2015-04-24,0.0017000000000000001,0.0,0.008995564732834213,0.012476321395391267
2015-04-27,-0.0053,0.0,0.0011304013299019335,-0.0038237803626075557
2015-04-28,0.0027,0.0,0.004764952926539797,0.0022676767704459125
2015-04-29,-0.0039000000000000003,0.0,-0.005787155649278451,-0.0002915893971444719
2015-04-30,-0.0111,0.0,-0.008878828568696796,0.0071366561085256415
2015-05-01,0.0101,0.0,0.006391310922968761,0.012175624639411036
2015-05-04,0.0032,0.0,0.0024727856884486383,0.008722432562366244
2015-05-05,-0.011899999999999999,0.0,-0.01287549015529042,-0.018521661033120067
2015-05-06,-0.0031,0.0,0.003750296427402766,0.004269273790169249
2015-05-07,0.0039000000000000003,0.0,-0.0011865819579021976,0.0006872562283479306
2015-05-08,0.0121,0.0,0.0024971304905999385,0.008484083869077511
2015-05-11,-0.0039000000000000003,0.0,0.005860585404893341,0.002182058889653754
2015-05-12,-0.0026,0.0,-0.009410814213510836,0.005596791995793837
2015-05-13,0.0001,0.0,-0.002026282163146599,-0.002337456822447542
2015-05-14,0.0101,0.0,0.008810937542109614,0.022563670681324876
2015-05-15,0.0005,0.0,0.003769954309108271,0.0021468549161344185
2015-05-18,0.0044,0.0,0.010196703961372997,0.0014485979683031619
2015-05-19,-0.0009,0.0,-0.004319843281573949,-0.0060095656691926585
2015-05-20,-0.0005,0.0,-0.00026294146055932716,0.004210287484389029
2015-05-21,0.0023,0.0,-0.005481991826191533,0.00919102386270624
2015-05-22,-0.0022,0.0,-0.0010413873834449624,-0.005282449069153831
2015-05-26,-0.0101,0.0,-0.0009285568815040031,0.003477606535027905
2015-05-27,0.009300000000000001,0.0,0.004420653849630299,0.001189629242995139
2015-05-28,-0.0011,0.0,0.0037574304184578504,-0.008121691470509012
2015-05-29,-0.0058,0.0,0.004018861038088288,-0.021067239301081897
2015-06-01,0.0017000000000000001,0.0,0.006141610542738256,-0.007892741061571269
2015-06-02,-0.0002,0.0,-0.005110656645109738,0.021010533963753738
2015-06-03,0.0039000000000000003,0.0,-0.001195768920194623,-0.006615386279791005
2015-06-04,-0.0088,0.0,-0.009202540478677235,-0.010100888262945227
2015-06-05,0.0006,0.0,0.000830816826482837,-0.010147950165438239
2015-06-08,-0.0066,0.0,-0.0057229286468255345,-0.00786180723376702
2015-06-09,0.0002,0.0,0.007842761237751052,-0.006472607525848383
2015-06-10,0.011899999999999999,0.0,0.007402311482760568,0.026646792451556902
2015-06-11,0.0021,0.0,0.008499125407496783,0.006686077121904296
2015-06-12,-0.0063,0.0,0.008859101729785945,-0.016759618072606935
2015-06-15,-0.0045000000000000005,0.0,-0.002239771366469166,0.00927541074993
2015-06-16,0.005699999999999999,0.0,0.002745163419013006,0.0230057956132353
2015-06-17,0.0016,0.0,-0.0009207235763324137,0.002120976254598865
2015-06-18,0.009899999999999999,0.0,0.006153183101633344,0.0007729115955770176
2015-06-19,-0.0043,0.0,0.0013404991251756682,-0.007703048602642899
2015-06-22,0.0063,0.0,-0.0013279582545026314,0.002520453773490486
2015-06-23,0.0012,0.0,0.008101066712238356,0.0009229263974635484
2015-06-24,-0.0079,0.0,-0.009754015648454815,-0.014225518112779159
2015-06-25,-0.0025,0.0,-0.011176152127264433,-0.005008187809844316
2015-06-26,-0.0006,0.0,-0.00516260883850604,-0.004377505336586492
2015-06-29,-0.021400000000000002,0.0,-0.008015504684356651,-0.04065967457539569
2015-06-30,0.0033,0.0,0.005892234378460912,-0.010306074283570825
2015-07-01,0.0060999999999999995,0.0,0.0013810504035401106,-0.004256075647301551
2015-07-02,-0.0011,0.0,-0.008026839755845417,-0.004915993397762573
2015-07-06,-0.0037,0.0,0.002434322330143234,-0.010057287201134975
2015-07-07,0.0053,0.0,0.00434542385585148,0.016234646105695666
2015-07-08,-0.0168,0.0,-0.0059195681416379905,-0.03883770408240758
2015-07-09,0.0029,0.0,0.008960801392811534,0.017035130428304512
2015-07-10,0.0123,0.0,0.012070400725886783,0.019003646043720814
2015-07-13,0.011399999999999999,0.0,0.011188852493818966,0.015639298013873062
2015-07-14,0.0048,0.0,-0.0018494076659229058,-0.004627134376372921
2015-07-15,-0.0018,0.0,-0.0009353227348549782,0.002739671090045511
2015-07-16,0.0077,0.0,0.012584968166406717,-0.006827391845466227
2015-07-17,0.0005,0.0,-0.004549817926342703,0.0050008119903268275
2015-07-20,-0.0001,0.0,0.005548940284790266,-0.0172759635632525
2015-07-21,-0.0046,0.0,0.00036699991118501656,-0.012193841485898377
2015-07-22,-0.0017000000000000001,0.0,-0.009871363817433799,0.00262283720908896
2015-07-23,-0.0058,0.0,-0.0012125231342107285,-0.011090391867846612
2015-07-24,-0.0109,0.0,-0.0027645573287849346,0.0010165536891396324
2015-07-27,-0.0074,0.0,0.00034320965820341075,-0.01072427759336032
2015-07-28,0.0123,0.0,0.006412347299984505,0.016143594349336026
2015-07-29,0.0075,0.0,0.001441275645156958,0.0077114592665890516
2015-07-30,0.001,0.0,0.002501831561596621,-0.007028749184660288
2015-07-31,-0.0015,0.0,0.0079511310016561,-0.011491276801380686
2015-08-03,-0.0034000000000000002,0.0,-0.005686344950475146,-0.011738365166725943
2015-08-04,-0.0014000000000000002,0.0,-0.012592895803620477,-0.0007966419370502454
2015-08-05,0.0036,0.0,-0.003014098840857484,0.0059257156768685905
2015-08-06,-0.0088,0.0,-0.008836901305577545,-0.026784902942494027
2015-08-07,-0.0036,0.0,-0.004387115589051113,-0.014671855796880988
2015-08-10,0.0131,0.0,0.00974318904031313,0.02173804669637184
2015-08-11,-0.0098,0.0,-0.008223381772976608,-0.0002776188842798597
2015-08-12,0.0007000000000000001,0.0,-0.0005589810648278231,0.007227799398478118
2015-08-13,-0.0014000000000000002,0.0,0.0013089968636689705,0.012581039001901329
2015-08-14,0.0043,0.0,0.007567265700751589,-0.0025991939430478027
2015-08-17,0.006,0.0,0.0035911801759851442,0.0067649216631579905
2015-08-18,-0.0034999999999999996,0.0,-0.010402521430063597,-0.0011407949960305442
2015-08-19,-0.0085,0.0,-0.007979913976985078,-0.014139156290647152
2015-08-20,-0.022400000000000003,0.0,-0.004669345531577985,-0.03706329266928933
2015-08-21,-0.029500000000000002,0.0,-0.022276657340427337,-0.0440630521515312
2015-08-24,-0.0391,0.0,-0.0256318222831541,-0.05422040292469358
2015-08-25,-0.0116,0.0,0.0022381634701742143,-0.021840153353053723
2015-08-26,0.0368,0.0,0.017263997687746075,0.05353432692913945
2015-08-27,0.024,0.0,0.01346220530483933,0.03141089562441051
2015-08-28,0.0023,0.0,-0.004901388886976143,-0.00458433642814971
2015-08-31,-0.0074,0.0,0.0013286954394946737,-0.02317023695943169
2015-09-01,-0.0291,0.0,-0.013509428515310614,-0.046534446601080734
2015-09-02,0.0182,0.0,0.021865188913515562,0.030768597451850038
2015-09-03,0.0017000000000000001,0.0,0.009140382099926637,0.00996410845146788
2015-09-04,-0.0139,0.0,-0.0034171564782100273,-0.023579172753526705
2015-09-08,0.0252,0.0,0.009890973730076247,0.039459120165109766
2015-09-09,-0.0134,0.0,-0.007572543966137941,-0.018826171811083602
2015-09-10,0.0049,0.0,0.00473690424384685,0.020974589286161797
2015-09-11,0.0044,0.0,0.0066776988415471914,0.008480236565845265
2015-09-14,-0.0040999999999999995,0.0,-0.006369644718294225,-0.005920042342756178
2015-09-15,0.012199999999999999,0.0,0.004773627955993244,0.013457984501977603
2015-09-16,0.0085,0.0,0.0019652921923081737,-0.001835392398119336
2015-09-17,-0.0017000000000000001,0.0,-0.004384232280938998,-0.0035656920864184554
2015-09-18,-0.016200000000000003,0.0,-0.002257906157044732,-0.02303404508650314
2015-09-21,0.0036,0.0,0.010077150313880793,0.005721066831889739
2015-09-22,-0.0129,0.0,-0.012965659508680923,-0.022254242627100337
2015-09-23,-0.0027,0.0,4.9841317311677055e-05,-0.006369543115236152
2015-09-24,-0.0036,0.0,-0.0020478853047306237,-0.02197503567932916
2015-09-25,-0.0022,0.0,-0.003708725343121915,-0.008252650321828071
2015-09-28,-0.0263,0.0,-0.012140590200717262,-0.02319892972823078
2015-09-29,-0.0006,0.0,-0.005924254054793871,0.0050281974092762464
2015-09-30,0.018799999999999997,0.0,0.0020313284848770957,0.020321997144389394
2015-10-01,0.0013,0.0,0.01116408118755724,0.00020387999583143589
2015-10-02,0.0148,0.0,0.007484995260854262,-0.0004474796719543296
2015-10-05,0.019299999999999998,0.0,0.006903734970825247,0.015884350485575995
2015-10-06,-0.0043,0.0,-0.007088046445891739,-0.016105018616615716
2015-10-07,0.009399999999999999,0.0,0.011400588734037497,0.003509626965046817
2015-10-08,0.0085,0.0,0.009376578004749947,0.004958890340377477
2015-10-09,0.0012,0.0,-0.0027721155995900355,-0.004725959827008304
2015-10-12,0.0006,0.0,-0.0023663245105798895,0.003251273598593913
2015-10-13,-0.0073,0.0,0.003146390031185717,-0.0010936759503401353
2015-10-14,-0.006,0.0,-0.008985680823049931,-0.016091383686393786
2015-10-15,0.015600000000000001,0.0,0.015095025852576976,0.02762682366738167
2015-10-16,0.0034999999999999996,0.0,-0.003964606072802808,0.005151642952740114
2015-10-19,0.0,0.0,-0.007605831651529264,-0.015564027251300459
2015-10-20,-0.0015,0.0,0.003754086417282045,0.004683606358780425
2015-10-21,-0.0073,0.0,-0.010393470248092257,-0.023018903945669328
2015-10-22,0.015,0.0,0.012631937161626916,0.031003760983161904
2015-10-23,0.0109,0.0,0.0017506888856126685,0.018917732783923738
2015-10-26,-0.002,0.0,0.0074264299373511785,-0.003429471420293505
2015-10-27,-0.0042,0.0,-0.007527941822478594,1.9407239039218038e-05
2015-10-28,0.0143,0.0,0.014820932548246488,0.02367451213901919
2015-10-29,-0.002,0.0,-0.0009612740461552392,0.007939338074999082
2015-10-30,-0.0042,0.0,-0.0015534344485943537,-0.003974919661703864
2015-11-02,0.0125,0.0,-0.00403328689083732,0.014109027692493446
2015-11-03,0.0033,0.0,0.010896055239872648,0.003825774201779559
2015-11-04,-0.0025,0.0,-0.006230355491728516,0.0027187789977780614
2015-11-05,-0.0007000000000000001,0.0,-0.005733278974683878,-0.003436999560345758
2015-11-06,0.0014000000000000002,0.0,-0.0035279339917005,-0.011765179129105824
2015-11-09,-0.0095,0.0,-0.0017198794440012608,-0.022224900795953538
2015-11-10,0.0013,0.0,-0.004599610189620181,-0.011042757896885448
2015-11-11,-0.0043,0.0,-0.007050206683923544,-0.01445506391032131
2015-11-12,-0.014499999999999999,0.0,-0.006712893065713766,-0.0031395106131595837
2015-11-13,-0.0106,0.0,-0.009451811012283973,-0.009870580003302083
2015-11-16,0.0139,0.0,0.008394809923509503,0.02529695363263549
2015-11-17,-0.0011,0.0,0.002364310915887838,0.01901714519117307
2015-11-18,0.0161,0.0,0.010553707276001936,0.023619867160585364
2015-11-19,-0.0013,0.0,0.0001472693575944289,-0.007127376742681629
2015-11-20,0.0034999999999999996,0.0,0.0030370661464092716,0.0022050292114586634
2015-11-23,-0.0001,0.0,-0.0045516343307782465,-0.008837598595714211
2015-11-24,0.0021,0.0,-0.002877838271997836,-0.004668749962134271
2015-11-25,0.0007000000000000001,0.0,-0.004955550698938628,-0.0064728009428759855
2015-11-27,0.0009,0.0,0.0050134864242037435,0.0030753481881405746
2015-11-30,-0.0048,0.0,-0.005540663422032504,0.007114160412823212
2015-12-01,0.0097,0.0,-0.003993054286036777,0.02032846171956494
2015-12-02,-0.0101,0.0,-0.006291519104903924,-0.011980869045816361
2015-12-03,-0.015,0.0,-0.01628942494617441,-0.031740859695273974
2015-12-04,0.0187,0.0,0.008050541274903273,0.02758034397076966
2015-12-07,-0.0083,0.0,-0.0055545915843582755,-0.003545553875659399
2015-12-08,-0.0058,0.0,0.003296440664990709,-0.00879431495162629
2015-12-09,-0.0083,0.0,-0.0069375884641602,-0.002678350967484042
2015-12-10,0.003,0.0,0.0044200145124162,-0.006230500216058661
2015-12-11,-0.0202,0.0,-0.008511672433274407,-0.03253963235515473
2015-12-14,0.0029,0.0,-0.0026789832586727267,-0.0033582754857043933
2015-12-15,0.011000000000000001,0.0,0.01407086937273335,0.013684341799864684
2015-12-16,0.0147,0.0,-0.00031587667553554556,0.019107096270258035
2015-12-17,-0.0146,0.0,-0.0067173117017167395,-0.02175544675550328
2015-12-18,-0.0169,0.0,-0.0025302330929521943,-0.018594478373546504
2015-12-21,0.0074,0.0,0.007427304480888552,0.027627088697836567
2015-12-22,0.0089,0.0,0.0028862497640976645,0.02409102847921031
2015-12-23,0.0129,0.0,0.011042199951530975,0.00801504556515425
2015-12-24,-0.0011,0.0,-0.008213577490529702,-0.0014061733930273016
2015-12-28,-0.0028000000000000004,0.0,0.0003171135224199835,-0.002174959172184147
2015-12-29,0.0105,0.0,0.006590430610320377,0.014816916805972205
2015-12-30,-0.0074,0.0,-0.007780445806312343,-0.017603184121605477
2015-12-31,-0.0092,0.0,-0.01184295967240349,-0.017634597098492147
2016-01-04,-0.0159,0.0,-0.01058995387152149,-0.004337815827092511
2016-01-05,0.0013,0.0,-0.0056299375050997595,-0.005837723016149648
2016-01-06,-0.0134,0.0,-0.001374503143388852,-0.0033488603373388395
2016-01-07,-0.024399999999999998,0.0,-0.015198858688697402,-0.03919947393874731
2016-01-08,-0.0111,0.0,-0.005604525904507683,-0.01774394930261114
2016-01-11,-0.0006,0.0,-0.0030543394842375035,-0.000407408916002753
2016-01-12,0.0072,0.0,0.004154788768768783,0.009317400259887417
2016-01-13,-0.026600000000000002,0.0,-0.011099430788071192,-0.03612023291972352
2016-01-14,0.0165,0.0,0.003946173889151516,0.02459951316484424
2016-01-15,-0.0213,0.0,-0.015889223187959305,-0.03523904699956748
2016-01-19,-0.0019,0.0,-0.005409019685140165,-0.013492389863692375
2016-01-20,-0.009399999999999999,0.0,-0.0037886003355670525,0.013861358057347147
2016-01-21,0.0045000000000000005,0.0,0.005597806809684301,-0.005852386881303764
2016-01-22,0.0208,0.0,0.015397864058450192,0.0192055924352978
2016-01-25,-0.017,0.0,-0.007768449419087654,-0.009529309955176384
2016-01-26,0.0152,0.0,0.006729486407853735,0.033624542367887506
2016-01-27,-0.0111,0.0,-0.010044260266974555,-0.023654264739222657
2016-01-28,0.0049,0.0,-0.007261803578995146,0.002174923657061874
2016-01-29,0.025699999999999997,0.0,0.01787551765821331,0.03801723795679162
2016-02-01,-0.0004,0.0,0.009527647884039552,-0.005383918668426087
2016-02-02,-0.02,0.0,-0.010332788396305644,-0.04863455830074315
2016-02-03,0.0046,0.0,0.007651351217962832,0.011590965739595387
2016-02-04,0.0027,0.0,-0.005124062551010628,-0.006331763379764754
2016-02-05,-0.0206,0.0,-0.012024114641151966,-0.035903020599020743
2016-02-08,-0.0151,0.0,-0.012371207800397799,-0.03482730719431855
2016-02-09,-0.0008,0.0,0.002021906022167588,-0.0003224724882493837
2016-02-10,0.0001,0.0,0.001219178638855728,-0.00455132420777951
2016-02-11,-0.011699999999999999,0.0,-0.0023724726900457866,-0.021302158267679647
2016-02-12,0.019799999999999998,0.0,0.0039506375090135135,0.029894529449500076
2016-02-16,0.0178,0.0,0.012344717706172004,0.00836236763578176
2016-02-17,0.0174,0.0,0.011511478315601627,0.013043696344949162
2016-02-18,-0.0051,0.0,-0.006293886372355743,-0.03721163041554577
2016-02-19,0.0006,0.0,0.003964181567597473,0.013639360262933333
2016-02-22,0.0143,0.0,0.012484156852170223,0.023732385036320656
2016-02-23,-0.0121,0.0,-0.005664437036168023,-0.001472067712590286
2016-02-24,0.0054,0.0,0.008490922344876316,0.012548386820219911
2016-02-25,0.011000000000000001,0.0,0.0005480665928231532,0.017541892043033122
2016-02-26,-0.0002,0.0,0.0017257101866661243,-0.001470880522159781
2016-02-29,-0.0069,0.0,-0.002662097990151663,-0.021220268244667675
2016-03-01,0.023399999999999997,0.0,0.013993447048038303,0.043954941187230326
2016-03-02,0.0054,0.0,0.0004608048713839459,0.004355894924576147
2016-03-03,0.005,0.0,1.0358541022637956e-05,0.008508525693779632
2016-03-04,0.0037,0.0,0.00040954152016663744,0.014100929617446183
2016-03-07,0.0021,0.0,0.0029169885435851133,0.02456790771933871
2016-03-08,-0.0127,0.0,-0.011432100385096084,-0.01954593347390943
2016-03-09,0.005,0.0,0.0040356785580727365,-0.003105193019507216
2016-03-10,-0.001,0.0,-0.010669520635343098,0.004926203020986835
2016-03-11,0.0169,0.0,0.0015239594925514598,0.016321654370303404
2016-03-14,-0.0012,0.0,-0.004709861022607605,0.012200526283422719
2016-03-15,-0.0034999999999999996,0.0,-0.0016722355208242936,-0.006357512112655027
2016-03-16,0.0063,0.0,0.0001220952023694875,0.009944885178190171
2016-03-17,0.0070999999999999995,0.0,4.9514951554146744e-05,0.019165869625914014
2016-03-18,0.0054,0.0,0.00810177265089644,0.008957995671172515
2016-03-21,0.001,0.0,0.004295933953216606,-0.00864311461150637
2016-03-22,-0.0005,0.0,-0.0035509639104247498,0.013838974321226726
2016-03-23,-0.0085,0.0,-0.00692899404635572,-0.006418846817288774
2016-03-24,0.0,0.0,0.003331031668494028,0.013767496178744352
2016-03-28,0.0004,0.0,0.0043823930137467815,-0.010438230588505147
2016-03-29,0.010700000000000001,0.0,0.005688409622023552,-0.004365620198403355
2016-03-30,0.0040999999999999995,0.0,-0.00046505434083469284,-0.004416570415044547
2016-03-31,-0.0011,0.0,-0.0014458893632083168,0.0005971614643975661
2016-04-01,0.0064,0.0,0.006553437325564439,-0.006101646905602182
2016-04-04,-0.0040999999999999995,0.0,-0.0026535212696584985,-0.016824223865131015
2016-04-05,-0.009399999999999999,0.0,-0.0033226667717286,-0.004691819668353168
2016-04-06,0.011399999999999999,0.0,0.004459482145122211,0.012872666230035266
2016-04-07,-0.0123,0.0,-0.004569160360481673,-0.012387485721168063
2016-04-08,0.0029,0.0,0.0018941660327780033,0.0011848489741657945
2016-04-11,-0.0028000000000000004,0.0,-0.002664335028805803,-0.00797191420470609
2016-04-12,0.009899999999999999,0.0,0.021302695603661676,0.007260329388215932
2016-04-13,0.0123,0.0,0.008066020218173672,0.018978837163703577
2016-04-14,0.0003,0.0,0.001081299043980012,-0.0028813475352982266
2016-04-15,-0.0004,0.0,0.0006663366718587356,-0.007008359905763484
2016-04-18,0.006500000000000001,0.0,-0.0045888565988957625,-0.007807982484388411
2016-04-19,0.0028000000000000004,0.0,-2.4976608869234666e-05,0.003349379103515446
2016-04-20,0.0015,0.0,0.0001713255080748455,0.007829587532444202
2016-04-21,-0.0048,0.0,0.0024211002765395155,-0.009104273268914474
2016-04-22,0.0012,0.0,-0.002629910299084261,-0.007861531017187744
2016-04-25,-0.0024,0.0,0.005010259614914788,0.0010951367412617838
2016-04-26,0.0029,0.0,-0.00039482704560302607,0.010352160516564951
2016-04-27,0.0021,0.0,0.0054288320430887875,0.004087398872706538
2016-04-28,-0.0096,0.0,-0.009547340351886407,-0.022757451793436842
2016-04-29,-0.005,0.0,-0.003154059786891786,0.0010080005236056833
2016-05-02,0.0078000000000000005,0.0,0.005525842322884664,0.00490405369897816
2016-05-03,-0.0105,0.0,0.005623201193249951,-0.023770616235592408
2016-05-04,-0.0066,0.0,0.003200495870533644,-0.02059377406340513
2016-05-05,-0.0008,0.0,0.0017391778694220877,0.00888967043736684
2016-05-06,0.0038,0.0,0.0004895673891555153,0.018680273415579776
2016-05-09,0.0005,0.0,0.0026262570946912586,-0.0036954846641542223
2016-05-10,0.0126,0.0,0.0049104371241199575,0.012991130729963433
2016-05-11,-0.0089,0.0,-0.004445233328259082,-0.03896885088229209
2016-05-12,-0.0011,0.0,0.0026973153474581495,-0.01473420927349028
2016-05-13,-0.008199999999999999,0.0,-0.005852868235932742,-0.013133467219768163
2016-05-16,0.009899999999999999,0.0,0.0025124269196061234,0.017929513451891303
2016-05-17,-0.0095,0.0,-0.002610910631153608,-0.021955900270464457
2016-05-18,0.001,0.0,0.007902078207997858,-0.008330753114758133
2016-05-19,-0.0032,0.0,0.0076306209431319825,0.006422787690483175
2016-05-20,0.0075,0.0,0.0016249630461860542,0.019429765658683706
2016-05-23,-0.0019,0.0,-0.005339230648255033,-0.013690460835472651
2016-05-24,0.0143,0.0,0.004535880230524652,0.009176743283265065
2016-05-25,0.0070999999999999995,0.0,0.00976943665169604,-0.0009625255380679362
2016-05-26,-0.0004,0.0,-0.012700712916294205,0.020252465396890153
2016-05-27,0.0048,0.0,-0.0019062935625352036,0.006790005076933829
2016-05-31,-0.0001,0.0,0.002292940684567811,-0.0031922360814948146
2016-06-01,0.002,0.0,0.009073180448001997,0.010711844522406408
2016-06-02,0.0034999999999999996,0.0,0.001156079716107291,-0.006529777004348974
2016-06-03,-0.0038,0.0,-0.0010574594719347948,0.013813883390341942
2016-06-06,0.006,0.0,0.004840188220111929,0.011932347197981327
2016-06-07,0.0012,0.0,-0.00443716203266674,-0.006494228700187692
2016-06-08,0.0037,0.0,-0.0011745415616352187,-0.011367495293179129
2016-06-09,-0.0027,0.0,-0.0015074924664804001,-0.008859861565456876
2016-06-10,-0.0105,0.0,0.007423934634971939,-0.013483154448959176
2016-06-13,-0.0084,0.0,-0.008174332202636863,-0.023370916946039398
2016-06-14,-0.0019,0.0,0.003043491182140397,-0.005380897990969388
2016-06-15,-0.0011,0.0,-0.00047417634940919167,-0.010408701536467554
2016-06-16,0.0024,0.0,-0.005251163730065276,0.004228835717526458
2016-06-17,-0.003,0.0,-0.005484517371421521,-0.005057949006054443
2016-06-20,0.0070999999999999995,0.0,0.005939924670137935,0.020435862391050115
2016-06-21,0.0021,0.0,-0.005771009605711804,-0.0011273248275801154
2016-06-22,-0.002,0.0,0.004791831663445211,0.006029023869595968
2016-06-23,0.014499999999999999,0.0,0.01089044772647456,0.019011857029041603
2016-06-24,-0.0369,0.0,-0.02195177917404035,-0.03016198863053793
2016-06-27,-0.0206,0.0,-0.012881670885175273,-0.03156351456961923
2016-06-28,0.0176,0.0,0.010494744906131082,0.010505446652581634
2016-06-29,0.0179,0.0,0.009846204522103075,0.049032726918596246
2016-06-30,0.014199999999999999,0.0,0.019460984487746635,0.01730369990323631
2016-07-01,0.0024,0.0,-0.003823466799883877,0.01618777041031317
